"Age_group","Date","Residual","yday"
"45-64",2016-06-27,0.0272798293883277,179
"45-64",2016-07-04,0.0206053785272845,186
"45-64",2016-07-11,-0.0027910115458233,193
"45-64",2016-07-18,-0.0263339487855163,200
"45-64",2016-07-25,-0.0803312630723016,207
"45-64",2016-08-01,0.0164358988489076,214
"45-64",2016-08-08,0.0908280677077018,221
"45-64",2016-08-15,-0.0244781558549931,228
"45-64",2016-08-22,0.0491524305530372,235
"45-64",2016-08-29,-0.0917082502987701,242
"45-64",2016-09-05,-0.00527915083804652,249
"45-64",2016-09-12,0.0317209741062877,256
"45-64",2016-09-19,-0.00610105635048225,263
"45-64",2016-09-26,0.0232217156042546,270
"45-64",2016-10-03,-0.0776572486729944,277
"45-64",2016-10-10,-0.0316397865876588,284
"45-64",2016-10-17,-0.0216287572698039,291
"45-64",2016-10-24,0.046323660868055,298
"45-64",2016-10-31,-0.0610033057791224,305
"45-64",2016-11-07,0.0189997506202142,312
"45-64",2016-11-14,-0.0153823067919241,319
"45-64",2016-11-21,0.0143792965395591,326
"45-64",2016-11-28,-0.0493914737133684,333
"45-64",2016-12-05,0.0247391190050999,340
"45-64",2016-12-12,0.0179941312155489,347
"45-64",2016-12-19,0.0199761827957763,354
"45-64",2016-12-26,-0.268893643662186,361
"45-64",2017-01-02,-0.0860762684598096,2
"45-64",2017-01-09,-0.110027912073554,9
"45-64",2017-01-16,0.0925734198875878,16
"45-64",2017-01-23,-0.00741094002999443,23
"45-64",2017-01-30,-0.0285645841293183,30
"45-64",2017-02-06,0.0632303446068233,37
"45-64",2017-02-13,0.0268283124868333,44
"45-64",2017-02-20,-0.0189319903473998,51
"45-64",2017-02-27,-0.038337547114106,58
"45-64",2017-03-06,-0.00750354656870464,65
"45-64",2017-03-13,-0.00172785399620198,72
"45-64",2017-03-20,0.0327015099808965,79
"45-64",2017-03-27,-0.036223695583907,86
"45-64",2017-04-03,-0.0348515308470294,93
"45-64",2017-04-10,-0.00892900073106355,100
"45-64",2017-04-17,-0.0869023660679867,107
"45-64",2017-04-24,-0.0267660348323675,114
"45-64",2017-05-01,-0.00967513494615445,121
"45-64",2017-05-08,-0.0156904540982647,128
"45-64",2017-05-15,0.118780911642671,135
"45-64",2017-05-22,0.0610194868002464,142
"45-64",2017-05-29,-0.0399052023516641,149
"45-64",2017-06-05,-0.00537271143773692,156
"45-64",2017-06-12,0.0615780513621862,163
"45-64",2017-06-19,0.0225662663758371,170
"45-64",2017-06-26,-0.0169817753824793,177
"45-64",2017-07-03,0.0648488222797641,184
"45-64",2017-07-10,0.00520357220471211,191
"45-64",2017-07-17,0.0570238109723233,198
"45-64",2017-07-24,0.0271024222569245,205
"45-64",2017-07-31,0.0266176769644285,212
"45-64",2017-08-07,0.0119208575227189,219
"45-64",2017-08-14,0.00894135784661628,226
"45-64",2017-08-21,-0.0042234936970104,233
"45-64",2017-08-28,-0.014132499589838,240
"45-64",2017-09-04,-0.0349874914308815,247
"45-64",2017-09-11,0.0560118247801613,254
"45-64",2017-09-18,0.0298178461871961,261
"45-64",2017-09-25,-0.0165959870236747,268
"45-64",2017-10-02,-0.0228398005766616,275
"45-64",2017-10-09,0.0159053398433964,282
"45-64",2017-10-16,0.0219049307317388,289
"45-64",2017-10-23,0.00688981667966514,296
"45-64",2017-10-30,0.0345694729111335,303
"45-64",2017-11-06,0.0272986624128134,310
"45-64",2017-11-13,0.0042124435023727,317
"45-64",2017-11-20,0.0531740721747685,324
"45-64",2017-11-27,0.0110130360395763,331
"45-64",2017-12-04,0.0395732899159215,338
"45-64",2017-12-11,0.0251063524558622,345
"45-64",2017-12-18,0.139348718069856,352
"45-64",2017-12-25,-0.108350593480324,359
"45-64",2018-01-01,-0.0449070484068868,1
"45-64",2018-01-08,0.00444973426176906,8
"45-64",2018-01-15,0.152070881321923,15
"45-64",2018-01-22,0.145620423428512,22
"45-64",2018-01-29,0.0457201316363611,29
"45-64",2018-02-05,0.0517089759058365,36
"45-64",2018-02-12,0.0772599899571715,43
"45-64",2018-02-19,0.0875153787190116,50
"45-64",2018-02-26,-0.0239420724394173,57
"45-64",2018-03-05,0.0652210824416611,64
"45-64",2018-03-12,0.066438272757944,71
"45-64",2018-03-19,0.0921102591312698,78
"45-64",2018-03-26,0.0379550532290056,85
"45-64",2018-04-02,-0.0119452955824744,92
"45-64",2018-04-09,-0.00330282291496461,99
"45-64",2018-04-16,0.144558137154467,106
"45-64",2018-04-23,0.0229752063144436,113
"45-64",2018-04-30,0.137764754849505,120
"45-64",2018-05-07,-0.00336168918366212,127
"65-74",2010-01-04,0.0705021831302595,4
"65-74",2010-01-11,0.137118219951865,11
"65-74",2010-01-18,0.0978696328364052,18
"65-74",2010-01-25,0.0283653961202614,25
"65-74",2010-02-01,-0.0351574892307095,32
"65-74",2010-02-08,0.0225224240205439,39
"65-74",2010-02-15,-0.0068242414924824,46
"65-74",2010-02-22,0.0267710484640876,53
"65-74",2010-03-01,0.0306768330941363,60
"65-74",2010-03-08,0.0127453742888256,67
"65-74",2010-03-15,0.0346290053289805,74
"65-74",2010-03-22,0.0441033414170407,81
"65-74",2010-03-29,-0.0393862260324816,88
"65-74",2010-04-05,0.0791060988221995,95
"65-74",2010-04-12,-0.0205120186012886,102
"65-74",2010-04-19,0.0260349453993282,109
"65-74",2010-04-26,0.0440759676181558,116
"65-74",2010-05-03,0.0217070027388649,123
"65-74",2010-05-10,-0.0249585591013167,130
"65-74",2010-05-17,0.0428315908190976,137
"65-74",2010-05-24,0.119383454390671,144
"65-74",2010-05-31,0.069704319324856,151
"65-74",2010-06-07,-0.0345061403298171,158
"65-74",2010-06-14,0.0519601706089918,165
"65-74",2010-06-21,0.0259194551933437,172
"65-74",2010-06-28,0.0985169212601601,179
"65-74",2010-07-05,0.0265602785240437,186
"65-74",2010-07-12,-0.0117413293234114,193
"65-74",2010-07-19,-0.00622672196543673,200
"65-74",2010-07-26,-0.0185067140906286,207
"65-74",2010-08-02,0.0328327094448362,214
"65-74",2010-08-09,-0.00206636466972694,221
"65-74",2010-08-16,0.0646022066361593,228
"65-74",2010-08-23,0.0909191418444983,235
"65-74",2010-08-30,0.0310984356557648,242
"65-74",2010-09-06,0.0537710465713413,249
"65-74",2010-09-13,0.0933316539079264,256
"65-74",2010-09-20,0.0161959106087417,263
"65-74",2010-09-27,0.0153375482800756,270
"65-74",2010-10-04,0.00630601239420131,277
"65-74",2010-10-11,0.0316304982239552,284
"65-74",2010-10-18,0.0381963410296995,291
"65-74",2010-10-25,0.0239808620594513,298
"65-74",2010-11-01,0.080886228374116,305
"65-74",2010-11-08,0.0435833390696892,312
"65-74",2010-11-15,0.039963382652902,319
"65-74",2010-11-22,0.027108274992478,326
"65-74",2010-11-29,0.0221782260711244,333
"65-74",2010-12-06,0.161129010509574,340
"65-74",2010-12-13,0.0801587050932569,347
"65-74",2010-12-20,0.117515564614509,354
"65-74",2010-12-27,0.164432511319395,361
"65-74",2011-01-03,0.15323856033616,3
"65-74",2011-01-10,0.01373386099812,10
"65-74",2011-01-17,0.0766107612221296,17
"65-74",2011-01-24,0.0153224036965714,24
"65-74",2011-01-31,0.0159662154122307,31
"65-74",2011-02-07,-0.0166452459901826,38
"65-74",2011-02-14,-0.0529458553108132,45
"65-74",2011-02-21,-0.100458635825814,52
"65-74",2011-02-28,-0.0487793645964285,59
"65-74",2011-03-07,0.0670797047201171,66
"65-74",2011-03-14,0.0236664931191919,73
"65-74",2011-03-21,-0.00378979270924918,80
"65-74",2011-03-28,-0.0407186787379629,87
"65-74",2011-04-04,0.047067367990225,94
"65-74",2011-04-11,0.0535945330360954,101
"65-74",2011-04-18,0.0280885980417475,108
"65-74",2011-04-25,-0.0774254337393499,115
"65-74",2011-05-02,-0.0985904536759533,122
"65-74",2011-05-09,0.0156319882492074,129
"65-74",2011-05-16,0.0218907000211427,136
"65-74",2011-05-23,0.0249783159330949,143
"65-74",2011-05-30,-0.0356924604640125,150
"65-74",2011-06-06,0.0217591676558292,157
"65-74",2011-06-13,0.0686502215662463,164
"65-74",2011-06-20,0.0322898604788484,171
"65-74",2011-06-27,0.0884515467537707,178
"65-74",2011-07-04,0.059736311297437,185
"65-74",2011-07-11,-0.0437237425779912,192
"65-74",2011-07-18,-0.020219100339087,199
"65-74",2011-07-25,0.0274484719391487,206
"65-74",2011-08-01,0.0218131169716915,213
"65-74",2011-08-08,0.00247789610533077,220
"65-74",2011-08-15,-0.00163977061373114,227
"65-74",2011-08-22,0.0183096840361894,234
"65-74",2011-08-29,-0.0412828839382211,241
"65-74",2011-09-05,-0.0167819933219703,248
"65-74",2011-09-12,-0.0101927655715584,255
"65-74",2011-09-19,-0.0137397005524875,262
"65-74",2011-09-26,0.0436947758227849,269
"65-74",2011-10-03,-0.0332241187952428,276
"65-74",2011-10-10,-0.00459833005240445,283
"65-74",2011-10-17,-0.0150845749856995,290
"65-74",2011-10-24,-0.0363709481126052,297
"65-74",2011-10-31,0.0255367534968666,304
"65-74",2011-11-07,0.00826642061212323,311
"65-74",2011-11-14,-0.0161196184201268,318
"65-74",2011-11-21,0.00360498280542162,325
"65-74",2011-11-28,-0.0216628423270646,332
"65-74",2011-12-05,-0.00805211491157764,339
"65-74",2011-12-12,0.0637168660594538,346
"65-74",2011-12-19,0.127359416666671,353
"65-74",2011-12-26,0.00255581949209236,360
"65-74",2012-01-02,-0.112993939573243,2
"65-74",2012-01-09,-0.147730465957296,9
"65-74",2012-01-16,-0.0692059423998202,16
"65-74",2012-01-23,-0.0139608403744139,23
"65-74",2012-01-30,-0.114526577906157,30
"65-74",2012-02-06,-0.0269865868968555,37
"65-74",2012-02-13,-0.0301690686529058,44
"65-74",2012-02-20,-0.00237052742164145,51
"65-74",2012-02-27,-0.00744657114130826,58
"65-74",2012-03-05,-0.0429214812148896,65
"65-74",2012-03-12,-0.077097984664478,72
"65-74",2012-03-19,-0.0388511887881674,79
"65-74",2012-03-26,-0.0425078026365149,86
"65-74",2012-04-02,-0.0357613919665023,93
"65-74",2012-04-09,0.060475404966733,100
"65-74",2012-04-16,-0.0565330349095034,107
"65-74",2012-04-23,0.0448155418332198,114
"65-74",2012-04-30,0.03928237814026,121
"65-74",2012-05-07,-0.043778049800328,128
"65-74",2012-05-14,-0.00864635662789358,135
"65-74",2012-05-21,0.0524081215616909,142
"65-74",2012-05-28,-0.0194716390155187,149
"65-74",2012-06-04,-0.0885545609774763,156
"65-74",2012-06-11,-0.0244318917581785,163
"65-74",2012-06-18,0.0020175511580379,170
"65-74",2012-06-25,-0.0145197588631533,177
"65-74",2012-07-02,0.0434687519928726,184
"65-74",2012-07-09,0.0224104025945053,191
"65-74",2012-07-16,-0.00770327742862635,198
"65-74",2012-07-23,0.0420338496696489,205
"65-74",2012-07-30,0.0426640814793948,212
"65-74",2012-08-06,-0.00156258496211226,219
"65-74",2012-08-13,-0.00368193819493877,226
"65-74",2012-08-20,0.0947041740199242,233
"65-74",2012-08-27,-0.0239837123732899,240
"65-74",2012-09-03,-0.090526745388156,247
"65-74",2012-09-10,0.0463396325894855,254
"65-74",2012-09-17,-0.0251010977552096,261
"65-74",2012-09-24,0.0541185946954701,268
"65-74",2012-10-01,0.015796339205797,275
"65-74",2012-10-08,-0.0382067535845757,282
"65-74",2012-10-15,0.012448991436041,289
"65-74",2012-10-22,-0.0406264505298249,296
"65-74",2012-10-29,0.0118777325436258,303
"65-74",2012-11-05,-0.0280743125972912,310
"65-74",2012-11-12,-0.00805929392852333,317
"65-74",2012-11-19,-0.0336094231994756,324
"65-74",2012-11-26,-0.0323666672249814,331
"65-74",2012-12-03,-0.0284846884760306,338
"65-74",2012-12-10,-0.0157869673932746,345
"65-74",2012-12-17,0.0652919811546982,352
"65-74",2012-12-24,-0.0634022894589223,359
"65-74",2012-12-31,-0.000681129553897665,366
"65-74",2013-01-07,-0.134644146043593,7
"65-74",2013-01-14,-0.0193605494702616,14
"65-74",2013-01-21,0.0107576104844429,21
"65-74",2013-01-28,-0.0418127333807097,28
"65-74",2013-02-04,-0.0133551211409178,35
"65-74",2013-02-11,-0.0257196592029016,42
"65-74",2013-02-18,-0.0190289502973611,49
"65-74",2013-02-25,-0.0488486970024046,56
"65-74",2013-03-04,0.0309457189294111,63
"65-74",2013-03-11,0.0114763093516962,70
"65-74",2013-03-18,-0.015087027725257,77
"65-74",2013-03-25,0.00261064847138385,84
"65-74",2013-04-01,0.00450752044615489,91
"65-74",2013-04-08,0.0214222751786261,98
"65-74",2013-04-15,0.09000228051557,105
"65-74",2013-04-22,0.0600212532874121,112
"65-74",2013-04-29,0.0503877649662774,119
"65-74",2013-05-06,0.0103206689103729,126
"65-74",2013-05-13,-0.0253177313064885,133
"65-74",2013-05-20,-0.0878427846051831,140
"65-74",2013-05-27,-0.0385913693190815,147
"65-74",2013-06-03,-0.032748580553813,154
"65-74",2013-06-10,-0.0140932296078331,161
"65-74",2013-06-17,-0.0484948402600684,168
"65-74",2013-06-24,-0.0417197837432232,175
"65-74",2013-07-01,-0.0240188875270262,182
"65-74",2013-07-08,-0.0269596146027689,189
"65-74",2013-07-15,0.00259690484236834,196
"65-74",2013-07-22,-0.071207689357198,203
"65-74",2013-07-29,-0.0848111321361458,210
"65-74",2013-08-05,-0.0230973549742059,217
"65-74",2013-08-12,-0.0596264795314009,224
"65-74",2013-08-19,0.0118866827494601,231
"65-74",2013-08-26,-0.0273945881281984,238
"65-74",2013-09-02,-0.0683852009030963,245
"65-74",2013-09-09,0.00801522633997819,252
"65-74",2013-09-16,0.0110613346643179,259
"65-74",2013-09-23,0.00201940640670655,266
"65-74",2013-09-30,-0.0569032462575183,273
"65-74",2013-10-07,-0.002978042570466,280
"65-74",2013-10-14,-0.0374670241261991,287
"65-74",2013-10-21,-0.0793776293371129,294
"65-74",2013-10-28,0.000243013878669983,301
"65-74",2013-11-04,-0.0593851319227286,308
"65-74",2013-11-11,-0.0991385735451148,315
"65-74",2013-11-18,-0.0223589592452358,322
"65-74",2013-11-25,0.0267254436923203,329
"65-74",2013-12-02,-0.0172594576389883,336
"65-74",2013-12-09,-0.0467974472095353,343
"65-74",2013-12-16,-0.0642700432647129,350
"65-74",2013-12-23,-0.259698002650892,357
"65-74",2013-12-30,-0.0222442950602606,364
"65-74",2014-01-06,-0.137628225889532,6
"65-74",2014-01-13,-0.0383009760845043,13
"65-74",2014-01-20,-0.0671456883546305,20
"65-74",2014-01-27,-0.0643855507209905,27
"65-74",2014-02-03,-0.155461316232055,34
"65-74",2014-02-10,-0.0539837286642612,41
"65-74",2014-02-17,-0.0776208545103338,48
"65-74",2014-02-24,0.0284380491926225,55
"65-74",2014-03-03,-0.0824352664054566,62
"65-74",2014-03-10,-0.0310828743667982,69
"65-74",2014-03-17,-0.0249454868597646,76
"65-74",2014-03-24,-0.0724519331470524,83
"65-74",2014-03-31,-0.00732262348855716,90
"65-74",2014-04-07,-0.0469980373658754,97
"65-74",2014-04-14,-0.132112982862266,104
"65-74",2014-04-21,-0.0447688659835647,111
"65-74",2014-04-28,-0.077861868562517,118
"65-74",2014-05-05,0.00595654919836488,125
"65-74",2014-05-12,-0.0873570869236423,132
"65-74",2014-05-19,0.0304951409585533,139
"65-74",2014-05-26,-0.0280458466835952,146
"65-74",2014-06-02,-0.023495147749449,153
"65-74",2014-06-09,0.0145517846486102,160
"65-74",2014-06-16,-0.0355749515862217,167
"65-74",2014-06-23,-0.000130116207270016,174
"65-74",2014-06-30,0.0332330080034375,181
"65-74",2014-07-07,-0.0657993632930902,188
"65-74",2014-07-14,0.0292159417015766,195
"65-74",2014-07-21,-0.00946423498488783,202
"65-74",2014-07-28,-0.0277266635184288,209
"65-74",2014-08-04,-0.0542307096695863,216
"65-74",2014-08-11,-0.067959731289693,223
"65-74",2014-08-18,-0.0585739944726795,230
"65-74",2014-08-25,-0.0719051382247664,237
"65-74",2014-09-01,0.0498281843565197,244
"65-74",2014-09-08,0.0302564848383996,251
"65-74",2014-09-15,0.0430370438210964,258
"65-74",2014-09-22,0.0103060065222654,265
"65-74",2014-09-29,-0.0969580975537144,272
"65-74",2014-10-06,-0.0771349909432402,279
"65-74",2014-10-13,-0.0205254601604107,286
"65-74",2014-10-20,-0.011733409040971,293
"65-74",2014-10-27,0.0112413745253505,300
"65-74",2014-11-03,-0.0715446049272235,307
"65-74",2014-11-10,0.031363359149192,314
"65-74",2014-11-17,-0.0393586506858234,321
"65-74",2014-11-24,-0.00920697008624346,328
"65-74",2014-12-01,-0.0257857613931253,335
"65-74",2014-12-08,-0.0328417906193973,342
"65-74",2014-12-15,0.0891155128471899,349
"65-74",2014-12-22,-0.160166388952797,356
"65-74",2014-12-29,-0.0358247235261347,363
"65-74",2015-01-05,0.0619528954521395,5
"65-74",2015-01-12,0.132771157421087,12
"65-74",2015-01-19,0.0421819506486802,19
"65-74",2015-01-26,0.0369577279975006,26
"65-74",2015-02-02,-0.00503834265519558,33
"65-74",2015-02-09,0.00756882181498773,40
"65-74",2015-02-16,-0.0679145989132274,47
"65-74",2015-02-23,-0.032070908226447,54
"65-74",2015-03-02,0.0668385160055686,61
"65-74",2015-03-09,-0.023534343859104,68
"65-74",2015-03-16,-0.0672762798438528,75
"65-74",2015-03-23,-0.0625564497527247,82
"65-74",2015-03-30,-0.0603665861202433,89
"65-74",2015-04-06,-0.0613955486044775,96
"65-74",2015-04-13,-0.00782148184417388,103
"65-74",2015-04-20,0.00094668732031203,110
"65-74",2015-04-27,-0.0126249816002446,117
"65-74",2015-05-04,-0.00347282694588057,124
"65-74",2015-05-11,-0.0160099047834225,131
"65-74",2015-05-18,0.0397149502475686,138
"65-74",2015-05-25,-0.078328669333374,145
"65-74",2015-06-01,-0.0283227371382321,152
"65-74",2015-06-08,0.0183093714764852,159
"65-74",2015-06-15,-0.0438810553769323,166
"65-74",2015-06-22,0.0398010722319992,173
"65-74",2015-06-29,0.00170138339016626,180
"65-74",2015-07-06,0.001064560363659,187
"65-74",2015-07-13,-0.0926676338960979,194
"65-74",2015-07-20,0.00474695158498026,201
"65-74",2015-07-27,-0.0756592390416125,208
"65-74",2015-08-03,-0.0162639013194212,215
"65-74",2015-08-10,-0.00292250751792449,222
"65-74",2015-08-17,0.00518719426403681,229
"65-74",2015-08-24,-0.0112269089807755,236
"65-74",2015-08-31,-0.0627505289065889,243
"65-74",2015-09-07,-0.0454865595028709,250
"65-74",2015-09-14,-0.0139255183994922,257
"65-74",2015-09-21,0.011714393064833,264
"65-74",2015-09-28,-0.0286123532343349,271
"65-74",2015-10-05,-0.0015701514698082,278
"65-74",2015-10-12,-0.00461844875697222,285
"65-74",2015-10-19,-0.00502551958153752,292
"65-74",2015-10-26,-0.0411604025398044,299
"65-74",2015-11-02,-0.000394345717915911,306
"65-74",2015-11-09,0.0198239026867569,313
"65-74",2015-11-16,-0.017411232461514,320
"65-74",2015-11-23,-0.056188486007844,327
"65-74",2015-11-30,0.0337910293898378,334
"65-74",2015-12-07,-0.0889055310086695,341
"65-74",2015-12-14,0.0190245376756749,348
"65-74",2015-12-21,-0.0263862273748955,355
"65-74",2015-12-28,-0.392469314845791,362
"65-74",2016-01-04,-0.0265970459736298,4
"65-74",2016-01-11,0.0827767566159219,11
"65-74",2016-01-18,0.00682866860921453,18
"65-74",2016-01-25,-0.00364798951244595,25
"65-74",2016-02-01,-0.0290127512548959,32
"65-74",2016-02-08,-0.0025934684060178,39
"65-74",2016-02-15,-0.0390766249633009,46
"65-74",2016-02-22,-0.0477544801510553,53
"65-74",2016-02-29,-0.00661608137610687,60
"65-74",2016-03-07,0.0115635122347166,67
"65-74",2016-03-14,0.0398955579793407,74
"65-74",2016-03-21,0.0143264393392645,81
"65-74",2016-03-28,-0.0544320259478709,88
"65-74",2016-04-04,-0.00830988488177494,95
"65-74",2016-04-11,0.138173002650789,102
"65-74",2016-04-18,0.0491956974071718,109
"65-74",2016-04-25,0.0165322976059259,116
"65-74",2016-05-02,-0.0392879140336634,123
"65-74",2016-05-09,0.00218968475066566,130
"65-74",2016-05-16,-0.0017753876403919,137
"65-74",2016-05-23,0.00734782861102298,144
"65-74",2016-05-30,-0.0357334500212508,151
"65-74",2016-06-06,-0.0978529296939128,158
"65-74",2016-06-13,0.00883276244019055,165
"65-74",2016-06-20,-0.0115929822048767,172
"65-74",2016-06-27,-0.023880422500682,179
"65-74",2016-07-04,-0.00206032735791849,186
"65-74",2016-07-11,0.0476277845577584,193
"65-74",2016-07-18,0.0188770981590808,200
"65-74",2016-07-25,0.00882975971867554,207
"65-74",2016-08-01,0.0126251877145449,214
"65-74",2016-08-08,-0.00474321502279741,221
"65-74",2016-08-15,0.0480006285955365,228
"65-74",2016-08-22,0.000327807928595819,235
"65-74",2016-08-29,-0.0143064076863107,242
"65-74",2016-09-05,-0.0258820675613874,249
"65-74",2016-09-12,-0.010428907266573,256
"65-74",2016-09-19,-0.00976815574019956,263
"65-74",2016-09-26,-0.00491625474100155,270
"65-74",2016-10-03,0.0537668581547393,277
"65-74",2016-10-10,0.0123820155568566,284
"65-74",2016-10-17,0.00955871258553526,291
"65-74",2016-10-24,-0.0562468825194517,298
"65-74",2016-10-31,0.0471845578967576,305
"65-74",2016-11-07,0.0527572171130991,312
"65-74",2016-11-14,0.0273006861217458,319
"65-74",2016-11-21,0.0309876875861659,326
"65-74",2016-11-28,-0.00949116709191783,333
"65-74",2016-12-05,0.011698686055628,340
"65-74",2016-12-12,-0.0432748779097384,347
"65-74",2016-12-19,0.0184495471976921,354
"65-74",2016-12-26,-0.12270242612468,361
"65-74",2017-01-02,-0.0370487297233692,2
"65-74",2017-01-09,-0.0473118259017081,9
"65-74",2017-01-16,0.108208334534527,16
"65-74",2017-01-23,0.0741578070654653,23
"65-74",2017-01-30,0.0625524322628975,30
"65-74",2017-02-06,0.0558739007850582,37
"65-74",2017-02-13,0.00500941046760256,44
"65-74",2017-02-20,-0.022225942466227,51
"65-74",2017-02-27,-0.00212285810518237,58
"65-74",2017-03-06,0.0162961928470983,65
"65-74",2017-03-13,-0.0200385793487616,72
"65-74",2017-03-20,-0.00656920977483765,79
"65-74",2017-03-27,-0.0319564045693547,86
"65-74",2017-04-03,0.00763740091914711,93
"65-74",2017-04-10,-0.0391008412381536,100
"65-74",2017-04-17,-0.0534068291663365,107
"65-74",2017-04-24,-0.0140351403900972,114
"65-74",2017-05-01,-0.021108348289333,121
"65-74",2017-05-08,0.0235440816852497,128
"65-74",2017-05-15,0.0903397910215523,135
"65-74",2017-05-22,0.065169287045222,142
"65-74",2017-05-29,0.000562843130468312,149
"65-74",2017-06-05,-0.0756784342075578,156
"65-74",2017-06-12,0.0225152678198219,163
"65-74",2017-06-19,-0.0203722207499214,170
"65-74",2017-06-26,0.0630496793051995,177
"65-74",2017-07-03,0.0652413561058713,184
"65-74",2017-07-10,0.0629245818965163,191
"65-74",2017-07-17,0.0174877779627358,198
"65-74",2017-07-24,0.0122520553275601,205
"65-74",2017-07-31,-0.0316516143920238,212
"65-74",2017-08-07,0.0383956195261953,219
"65-74",2017-08-14,0.0235967215329255,226
"65-74",2017-08-21,-0.00861906866100803,233
"65-74",2017-08-28,0.00739347778193948,240
"65-74",2017-09-04,-0.00166882172200891,247
"65-74",2017-09-11,0.0427370850193813,254
"65-74",2017-09-18,0.0277216339854441,261
"65-74",2017-09-25,0.0249311655489764,268
"65-74",2017-10-02,0.0260907022713431,275
"65-74",2017-10-09,0.0169825323868384,282
"65-74",2017-10-16,0.0667077775776194,289
"65-74",2017-10-23,0.0143267802535793,296
"65-74",2017-10-30,0.0123061257314941,303
"65-74",2017-11-06,0.0870184737243879,310
"65-74",2017-11-13,-0.0111832487085752,317
"65-74",2017-11-20,0.0350996444858446,324
"65-74",2017-11-27,-0.000282347767813362,331
"65-74",2017-12-04,0.024220787057029,338
"65-74",2017-12-11,0.0278931611036609,345
"65-74",2017-12-18,0.0740054187098674,352
"65-74",2017-12-25,-0.224184950952192,359
"65-74",2018-01-01,0.00909841793382961,1
"65-74",2018-01-08,0.037991489251727,8
"65-74",2018-01-15,0.161403915889918,15
"65-74",2018-01-22,0.16303603913907,22
"65-74",2018-01-29,0.093227346200097,29
"65-74",2018-02-05,0.0950047782279013,36
"65-74",2018-02-12,0.0899191637029197,43
"65-74",2018-02-19,0.0100710972914979,50
"65-74",2018-02-26,-0.04446300969072,57
"65-74",2018-03-05,0.117019219093859,64
"65-74",2018-03-12,0.128150070694692,71
"65-74",2018-03-19,0.117134279268086,78
"65-74",2018-03-26,0.0371516435524349,85
"65-74",2018-04-02,0.0311045351002439,92
"65-74",2018-04-09,0.0635616099455822,99
"65-74",2018-04-16,0.10618940987117,106
"65-74",2018-04-23,-0.0126849302488136,113
"65-74",2018-04-30,0.0197799537372965,120
"65-74",2018-05-07,-0.0726116595641335,127
"75-84",2010-01-04,0.0348078339565724,4
"75-84",2010-01-11,0.17654112356999,11
"75-84",2010-01-18,0.0811023303009393,18
"75-84",2010-01-25,0.0426669193336883,25
"75-84",2010-02-01,0.0161050801572959,32
"75-84",2010-02-08,0.00933225051034685,39
"75-84",2010-02-15,-0.0373152892929299,46
"75-84",2010-02-22,-0.00494057003797777,53
"75-84",2010-03-01,-0.00539029598821224,60
"75-84",2010-03-08,-0.0473847792920892,67
"75-84",2010-03-15,-0.019495858670796,74
"75-84",2010-03-22,0.00478476162235667,81
"75-84",2010-03-29,-0.0522743425480777,88
"75-84",2010-04-05,0.0518888174768922,95
"75-84",2010-04-12,-0.01696561254289,102
"75-84",2010-04-19,0.0337679493707287,109
"75-84",2010-04-26,0.0602257356262796,116
"75-84",2010-05-03,0.0135052023584942,123
"75-84",2010-05-10,-0.0054339295723233,130
"75-84",2010-05-17,-0.00328726358997049,137
"75-84",2010-05-24,0.0863994374022503,144
"75-84",2010-05-31,-0.00948580756651558,151
"75-84",2010-06-07,-0.0147787413145342,158
"75-84",2010-06-14,0.0151608553787152,165
"75-84",2010-06-21,-0.0132021662297383,172
"75-84",2010-06-28,-0.000764200101953808,179
"75-84",2010-07-05,0.0982072336404384,186
"75-84",2010-07-12,0.0428866984367432,193
"75-84",2010-07-19,0.0324481864723042,200
"75-84",2010-07-26,-0.00308074840875164,207
"75-84",2010-08-02,0.0437979270367541,214
"75-84",2010-08-09,-0.0175060714622232,221
"75-84",2010-08-16,0.0732632217602388,228
"75-84",2010-08-23,0.035786137838431,235
"75-84",2010-08-30,-0.00850251097927041,242
"75-84",2010-09-06,-0.00272539747242419,249
"75-84",2010-09-13,0.0294384772386966,256
"75-84",2010-09-20,-0.00691450283309378,263
"75-84",2010-09-27,-0.00888100469314231,270
"75-84",2010-10-04,0.0373128397694625,277
"75-84",2010-10-11,0.0324509656510062,284
"75-84",2010-10-18,0.0300234611665717,291
"75-84",2010-10-25,0.0432138839160855,298
"75-84",2010-11-01,0.0388719166695794,305
"75-84",2010-11-08,0.0507946771271325,312
"75-84",2010-11-15,0.0377764603424335,319
"75-84",2010-11-22,0.0229617691140454,326
"75-84",2010-11-29,-0.0426145566717684,333
"75-84",2010-12-06,0.158395430082077,340
"75-84",2010-12-13,0.0672456268288154,347
"75-84",2010-12-20,0.107041466868913,354
"75-84",2010-12-27,0.0986314983003413,361
"75-84",2011-01-03,0.102166549315105,3
"75-84",2011-01-10,-0.0364214937665472,10
"75-84",2011-01-17,0.0138175831597419,17
"75-84",2011-01-24,-0.0268546160045214,24
"75-84",2011-01-31,-0.0688569147886712,31
"75-84",2011-02-07,-0.0705307501460543,38
"75-84",2011-02-14,-0.0494938617779154,45
"75-84",2011-02-21,-0.10408689416155,52
"75-84",2011-02-28,-0.0722360692537936,59
"75-84",2011-03-07,-0.0399029820960855,66
"75-84",2011-03-14,0.00442137588653893,73
"75-84",2011-03-21,-0.0158012036840884,80
"75-84",2011-03-28,-0.0502949780510504,87
