"Age_group","Date","Residual","yday"
"15-44",2013-04-29,0.19863212104465,119
"15-44",2013-05-06,-0.0665935701734566,126
"15-44",2013-05-13,-0.0108592115647944,133
"15-44",2013-05-20,-0.0395557472776024,140
"15-44",2013-05-27,-0.197445560872001,147
"15-44",2013-06-03,-0.0409293233301859,154
"15-44",2013-06-10,-0.120215406231096,161
"15-44",2013-06-17,0.0755305647731834,168
"15-44",2013-06-24,0.0461325387021246,175
"15-44",2013-07-01,-0.0665608883298419,182
"15-44",2013-07-08,-0.0444160239761867,189
"15-44",2013-07-15,-0.044400597394606,196
"15-44",2013-07-22,-0.0185096573906844,203
"15-44",2013-07-29,-0.121119842877167,210
"15-44",2013-08-05,-0.0313667196024653,217
"15-44",2013-08-12,-0.0865634146534489,224
"15-44",2013-08-19,-0.0947332032827603,231
"15-44",2013-08-26,-0.111412553444189,238
"15-44",2013-09-02,0.100418735999242,245
"15-44",2013-09-09,-0.172394205370507,252
"15-44",2013-09-16,-0.0639855357981228,259
"15-44",2013-09-23,0.0509466530764693,266
"15-44",2013-09-30,0.138300899709426,273
"15-44",2013-10-07,0.146931845096743,280
"15-44",2013-10-14,-0.0124460752524048,287
"15-44",2013-10-21,-0.0158956557665206,294
"15-44",2013-10-28,-0.0253829633142655,301
"15-44",2013-11-04,-0.0848516942337757,308
"15-44",2013-11-11,0.0538160640834877,315
"15-44",2013-11-18,-0.00150323044750325,322
"15-44",2013-11-25,0.0841004351585909,329
"15-44",2013-12-02,0.0247559047379864,336
"15-44",2013-12-09,0.151359529285822,343
"15-44",2013-12-16,0.308072220327882,350
"15-44",2013-12-23,-0.145019098010412,357
"15-44",2013-12-30,-0.363222065307198,364
"15-44",2014-01-06,-0.321010175724314,6
"15-44",2014-01-13,-0.014213700456767,13
"15-44",2014-01-20,0.0559163702816314,20
"15-44",2014-01-27,0.0509670139297038,27
"15-44",2014-02-03,-0.0155638093886353,34
"15-44",2014-02-10,0.0868134911213189,41
"15-44",2014-02-17,-0.00261659023342391,48
"15-44",2014-02-24,-0.0130784308344423,55
"15-44",2014-03-03,0.073758965361939,62
"15-44",2014-03-10,0.0900442754743808,69
"15-44",2014-03-17,0.137731110820738,76
"15-44",2014-03-24,-0.0552851880202481,83
"15-44",2014-03-31,-0.00128441355649728,90
"15-44",2014-04-07,0.094299879291385,97
"15-44",2014-04-14,-0.074178749901386,104
"15-44",2014-04-21,-0.0499781203077544,111
"15-44",2014-04-28,0.0372792403908017,118
"15-44",2014-05-05,-0.149466026122298,125
"15-44",2014-05-12,-0.202025586278969,132
"15-44",2014-05-19,0.077766243405909,139
"15-44",2014-05-26,-0.244137626911833,146
"15-44",2014-06-02,-0.0244038847738553,153
"15-44",2014-06-09,0.0854384549319753,160
"15-44",2014-06-16,0.0882343628407201,167
"15-44",2014-06-23,-0.0289198613237865,174
"15-44",2014-06-30,-0.100511404761949,181
"15-44",2014-07-07,0.00883287919879631,188
"15-44",2014-07-14,-0.0832551380022719,195
"15-44",2014-07-21,-0.227460585842789,202
"15-44",2014-07-28,0.111000864601178,209
"15-44",2014-08-04,-0.0960045007575093,216
"15-44",2014-08-11,0.0601978138753682,223
"15-44",2014-08-18,-0.0409115051661159,230
"15-44",2014-08-25,-0.065616534682196,237
"15-44",2014-09-01,-0.254190347970416,244
"15-44",2014-09-08,0.15710616664556,251
"15-44",2014-09-15,-0.0325834650361843,258
"15-44",2014-09-22,0.0855427717591182,265
"15-44",2014-09-29,0.081051370917506,272
"15-44",2014-10-06,-0.0213044175463214,279
"15-44",2014-10-13,-0.0589074609439257,286
"15-44",2014-10-20,-0.0664754441194203,293
"15-44",2014-10-27,0.0262051324315202,300
"15-44",2014-11-03,-0.070069992005553,307
"15-44",2014-11-10,-0.0745209108851176,314
"15-44",2014-11-17,-0.0362128530499829,321
"15-44",2014-11-24,0.0689073185127334,328
"15-44",2014-12-01,0.131962418123004,335
"15-44",2014-12-08,0.110182939799115,342
"15-44",2014-12-15,0.0232588436339845,349
"15-44",2014-12-22,-0.0776444111181505,356
"15-44",2014-12-29,-0.504273599672836,363
"15-44",2015-01-05,-0.0790256159542891,5
"15-44",2015-01-12,0.187829977115426,12
"15-44",2015-01-19,0.151037482103123,19
"15-44",2015-01-26,0.134290665852847,26
"15-44",2015-02-02,-0.115073468167934,33
"15-44",2015-02-09,0.0282176088950651,40
"15-44",2015-02-16,-0.0643434474432897,47
"15-44",2015-02-23,-0.0723759264538551,54
"15-44",2015-03-02,-0.0718720991582549,61
"15-44",2015-03-09,-0.186918964192068,68
"15-44",2015-03-16,0.0382222807781817,75
"15-44",2015-03-23,-0.0394734944253218,82
"15-44",2015-03-30,-0.170173119275998,89
"15-44",2015-04-06,-0.13744210466722,96
"15-44",2015-04-13,0.00331819228160833,103
"15-44",2015-04-20,0.057842055994113,110
"15-44",2015-04-27,-0.0595785488491909,117
"15-44",2015-05-04,-0.0987285828574062,124
"15-44",2015-05-11,0.0287823502728367,131
"15-44",2015-05-18,0.076315981450958,138
"15-44",2015-05-25,-0.279871853440514,145
"15-44",2015-06-01,-0.113381802042502,152
"15-44",2015-06-08,-0.0721517155228824,159
"15-44",2015-06-15,0.0240345682319695,166
"15-44",2015-06-22,0.060014298595475,173
"15-44",2015-06-29,0.150716355447542,180
"15-44",2015-07-06,0.0579761298067259,187
"15-44",2015-07-13,-0.151960995494962,194
"15-44",2015-07-20,-0.0227503344441427,201
"15-44",2015-07-27,0.011848634029549,208
"15-44",2015-08-03,0.033931826259225,215
"15-44",2015-08-10,0.0373082524687147,222
"15-44",2015-08-17,0.0948836261191093,229
"15-44",2015-08-24,0.154885426720968,236
"15-44",2015-08-31,-0.0871478770816361,243
"15-44",2015-09-07,-0.0574912513738591,250
"15-44",2015-09-14,0.0530123798796644,257
"15-44",2015-09-21,0.059677591845127,264
"15-44",2015-09-28,0.0506526427307902,271
"15-44",2015-10-05,0.0310963214542497,278
"15-44",2015-10-12,-0.0217491807747187,285
"15-44",2015-10-19,0.0141496369942454,292
"15-44",2015-10-26,-0.027787230225085,299
"15-44",2015-11-02,0.0269235924974718,306
"15-44",2015-11-09,-0.100601348535316,313
"15-44",2015-11-16,0.0144018288223757,320
"15-44",2015-11-23,0.0428788676641091,327
"15-44",2015-11-30,0.00713344277096843,334
"15-44",2015-12-07,0.0303291034634884,341
"15-44",2015-12-14,0.264071234619336,348
"15-44",2015-12-21,0.0892490670509735,355
"15-44",2015-12-28,-0.739863431093291,362
"15-44",2016-01-04,-0.147496714703234,4
"15-44",2016-01-11,0.238716211867868,11
"15-44",2016-01-18,0.281833004710161,18
"15-44",2016-01-25,0.154010237767273,25
"15-44",2016-02-01,0.0543825165528634,32
"15-44",2016-02-08,0.0309306375298385,39
"15-44",2016-02-15,-0.0120310466074934,46
"15-44",2016-02-22,-0.113168477384311,53
"15-44",2016-02-29,0.0889277217163425,60
"15-44",2016-03-07,-0.0995590644615327,67
"15-44",2016-03-14,0.0411311278455717,74
"15-44",2016-03-21,-0.0348422959708266,81
"15-44",2016-03-28,-0.0636638741156921,88
"15-44",2016-04-04,-0.0236648448747346,95
"15-44",2016-04-11,0.0297245959433528,102
"15-44",2016-04-18,0.118642865731342,109
"15-44",2016-04-25,0.132510413581753,116
"15-44",2016-05-02,0.373960654796577,123
"15-44",2016-05-09,-0.0266339978047931,130
"15-44",2016-05-16,0.134242664431895,137
"15-44",2016-05-23,0.127549348911517,144
"15-44",2016-05-30,-0.240052563091594,151
"15-44",2016-06-06,-0.146535081809178,158
"15-44",2016-06-13,-0.00991496221016348,165
"15-44",2016-06-20,0.0872351794302187,172
"15-44",2016-06-27,0.142672018984349,179
"15-44",2016-07-04,-0.0175732948652866,186
"15-44",2016-07-11,0.0368914387025459,193
"15-44",2016-07-18,0.0646628377945083,200
"15-44",2016-07-25,0.120963163341321,207
"15-44",2016-08-01,0.0442050962471736,214
"15-44",2016-08-08,-0.0308910253828339,221
"15-44",2016-08-15,0.0839458289142756,228
"15-44",2016-08-22,-0.102122844732573,235
"15-44",2016-08-29,-0.17376635230231,242
"15-44",2016-09-05,0.00402655671412646,249
"15-44",2016-09-12,-0.11392919749846,256
"15-44",2016-09-19,0.00538565941469311,263
"15-44",2016-09-26,0.111698128242101,270
"15-44",2016-10-03,0.00103391208597934,277
"15-44",2016-10-10,0.0213893845186477,284
"15-44",2016-10-17,-0.0300967978884071,291
"15-44",2016-10-24,-0.10190179587313,298
"15-44",2016-10-31,-0.0250577623344005,305
"15-44",2016-11-07,-0.0481128803474996,312
"15-44",2016-11-14,0.234652696526922,319
"15-44",2016-11-21,-0.121148852226989,326
"15-44",2016-11-28,0.158347803562738,333
"15-44",2016-12-05,0.0832422177363423,340
"15-44",2016-12-12,0.00400613358224058,347
"15-44",2016-12-19,0.228038828421172,354
"15-44",2016-12-26,-0.307477397659309,361
"15-44",2017-01-02,-0.209498523670585,2
"15-44",2017-01-09,-0.0409006752823172,9
"15-44",2017-01-16,0.0363101052060428,16
"15-44",2017-01-23,0.0337550134485628,23
"15-44",2017-01-30,0.100047577187495,30
"15-44",2017-02-06,0.00902595969318811,37
"15-44",2017-02-13,-0.111156170432071,44
"15-44",2017-02-20,-0.125396841679968,51
"15-44",2017-02-27,-0.234401072603565,58
"15-44",2017-03-06,0.106876700713913,65
"15-44",2017-03-13,-0.082341789810715,72
"15-44",2017-03-20,-0.0477450292723079,79
"15-44",2017-03-27,0.0802498641325253,86
"15-44",2017-04-03,0.0285969562533634,93
"15-44",2017-04-10,-0.104457973999729,100
"15-44",2017-04-17,-0.0609060999699386,107
"15-44",2017-04-24,-0.216789694425363,114
"15-44",2017-05-01,-0.0173108946083588,121
"15-44",2017-05-08,-0.0356230556465286,128
"15-44",2017-05-15,0.0549359324284622,135
"15-44",2017-05-22,0.0672759843199681,142
"15-44",2017-05-29,-0.13768052418219,149
"15-44",2017-06-05,0.0554127425449536,156
"15-44",2017-06-12,-0.0129828791293772,163
"15-44",2017-06-19,0.107668458491429,170
"15-44",2017-06-26,-0.0524232048617785,177
"15-44",2017-07-03,0.0329877967202691,184
"15-44",2017-07-10,-0.115279520558067,191
"15-44",2017-07-17,0.228823403816583,198
"15-44",2017-07-24,-0.0479343954901877,205
"15-44",2017-07-31,-0.043837247949139,212
"15-44",2017-08-07,0.0154942300530772,219
"15-44",2017-08-14,0.115975315659878,226
"15-44",2017-08-21,0.0519888600631557,233
"15-44",2017-08-28,-0.235777594864166,240
"15-44",2017-09-04,0.0748923638985761,247
"15-44",2017-09-11,0.106561563331766,254
"15-44",2017-09-18,0.140645775638335,261
"15-44",2017-09-25,-0.0629716093284163,268
"15-44",2017-10-02,0.101267971290872,275
"15-44",2017-10-09,-0.169397533765758,282
"15-44",2017-10-16,0.0564005599889405,289
"15-44",2017-10-23,-0.0975937498473892,296
"15-44",2017-10-30,-0.0478844044290568,303
"15-44",2017-11-06,0.0902996149828085,310
"15-44",2017-11-13,0.0603220061688928,317
"15-44",2017-11-20,0.118515196829002,324
"15-44",2017-11-27,0.0414279195466262,331
"15-44",2017-12-04,-0.102460246283288,338
"15-44",2017-12-11,-0.0373403612481116,345
"15-44",2017-12-18,0.0800014028535038,352
"15-44",2017-12-25,-0.324194276824115,359
"15-44",2018-01-01,-0.392586645193478,1
"15-44",2018-01-08,-0.0969334591941843,8
"15-44",2018-01-15,0.0601627164456136,15
"15-44",2018-01-22,0.194524328186409,22
"15-44",2018-01-29,0.145902082941142,29
"15-44",2018-02-05,-0.0106844382143505,36
"15-44",2018-02-12,0.00546885249033237,43
"15-44",2018-02-19,0.0561931580566268,50
"15-44",2018-02-26,-0.135160010296583,57
"15-44",2018-03-05,0.0331412210856378,64
"15-44",2018-03-12,0.170296081911484,71
"15-44",2018-03-19,0.00324117225896859,78
"15-44",2018-03-26,0.117338533238901,85
"15-44",2018-04-02,-0.0708561539869381,92
"15-44",2018-04-09,0.0803041842478246,99
"15-44",2018-04-16,0.0527987600491422,106
"15-44",2018-04-23,0.219236348594759,113
"15-44",2018-04-30,0.0947768196917668,120
"15-44",2018-05-07,-0.0304242263882982,127
"45-64",2010-01-04,-0.00795223583224444,4
"45-64",2010-01-11,0.17376284585751,11
"45-64",2010-01-18,0.0851361250834436,18
"45-64",2010-01-25,0.00793589792361964,25
"45-64",2010-02-01,-0.00447958612812899,32
"45-64",2010-02-08,-0.020170293166804,39
"45-64",2010-02-15,-0.00785962789725165,46
"45-64",2010-02-22,0.0249178549668191,53
"45-64",2010-03-01,-0.0143032954224754,60
"45-64",2010-03-08,-0.0266725764982196,67
"45-64",2010-03-15,0.0496425072130852,74
"45-64",2010-03-22,-0.00699618161236261,81
"45-64",2010-03-29,-0.044506650055506,88
"45-64",2010-04-05,0.0601736915227341,95
"45-64",2010-04-12,-0.0339791179043548,102
"45-64",2010-04-19,0.0617972447477643,109
"45-64",2010-04-26,0.0445469880839743,116
"45-64",2010-05-03,0.0280396509723876,123
"45-64",2010-05-10,0.00784822578028398,130
"45-64",2010-05-17,-0.00957035864252157,137
"45-64",2010-05-24,0.0765427367030918,144
"45-64",2010-05-31,0.0417975806744359,151
"45-64",2010-06-07,0.0468231158596533,158
"45-64",2010-06-14,0.0544505146361425,165
"45-64",2010-06-21,0.0112267274730205,172
"45-64",2010-06-28,0.0575979502879854,179
"45-64",2010-07-05,0.0703337612138922,186
"45-64",2010-07-12,0.0727171946727915,193
"45-64",2010-07-19,0.0563552107111602,200
"45-64",2010-07-26,-0.0674384053968066,207
"45-64",2010-08-02,0.03419881506833,214
"45-64",2010-08-09,-0.0561564963534727,221
"45-64",2010-08-16,0.0237339367861935,228
"45-64",2010-08-23,0.0307140867977989,235
"45-64",2010-08-30,0.0109986341528622,242
"45-64",2010-09-06,0.00631081734077222,249
"45-64",2010-09-13,0.112889919836721,256
"45-64",2010-09-20,0.0191352022703816,263
"45-64",2010-09-27,-0.00431527899466461,270
"45-64",2010-10-04,0.0630021207356713,277
"45-64",2010-10-11,0.151429578838974,284
"45-64",2010-10-18,0.00858825662167379,291
"45-64",2010-10-25,0.0451632070464058,298
"45-64",2010-11-01,0.0289890844029186,305
"45-64",2010-11-08,-0.00596285704819331,312
"45-64",2010-11-15,-0.023952658563152,319
"45-64",2010-11-22,-0.0119106749922855,326
"45-64",2010-11-29,-0.0394940153174635,333
"45-64",2010-12-06,0.158589716744982,340
"45-64",2010-12-13,0.206715200152436,347
"45-64",2010-12-20,0.165656235181202,354
"45-64",2010-12-27,0.234219697450163,361
"45-64",2011-01-03,0.172865703435579,3
"45-64",2011-01-10,0.0747321807889734,10
"45-64",2011-01-17,0.0962368881406663,17
"45-64",2011-01-24,0.0734042621605819,24
"45-64",2011-01-31,-0.00566027183844793,31
"45-64",2011-02-07,-0.021800725083607,38
"45-64",2011-02-14,0.00550279628955512,45
"45-64",2011-02-21,-0.050680142430121,52
"45-64",2011-02-28,0.00277373127861916,59
"45-64",2011-03-07,-0.0199401260620339,66
"45-64",2011-03-14,-0.0115787204941471,73
"45-64",2011-03-21,-0.0387561774980498,80
"45-64",2011-03-28,0.0314520114153912,87
"45-64",2011-04-04,-0.0121823192946009,94
"45-64",2011-04-11,0.0156942695931408,101
"45-64",2011-04-18,-0.000906468541236745,108
"45-64",2011-04-25,-0.0994078960099791,115
"45-64",2011-05-02,-0.0214938330785575,122
"45-64",2011-05-09,0.0786502578667285,129
"45-64",2011-05-16,0.0354839887646975,136
"45-64",2011-05-23,0.0610980445442148,143
"45-64",2011-05-30,-0.00475323370163717,150
"45-64",2011-06-06,-0.0316809276669163,157
"45-64",2011-06-13,0.0453173635587882,164
"45-64",2011-06-20,-0.0244390630297558,171
"45-64",2011-06-27,-0.014286582821858,178
"45-64",2011-07-04,0.00545238730758178,185
"45-64",2011-07-11,0.0124705909607216,192
"45-64",2011-07-18,-0.0257067596499353,199
"45-64",2011-07-25,-0.053311664557096,206
"45-64",2011-08-01,0.0309687623265448,213
"45-64",2011-08-08,0.0635334193337288,220
"45-64",2011-08-15,-0.00270465661619201,227
"45-64",2011-08-22,0.0328310097230878,234
"45-64",2011-08-29,-0.0163657158326619,241
"45-64",2011-09-05,-0.047419374896223,248
"45-64",2011-09-12,0.0577683537695117,255
"45-64",2011-09-19,-0.0419007459057348,262
"45-64",2011-09-26,0.0471043481075426,269
"45-64",2011-10-03,-0.110009047610433,276
"45-64",2011-10-10,0.00332383981424728,283
"45-64",2011-10-17,-0.0202817985728138,290
"45-64",2011-10-24,0.0314228425282602,297
"45-64",2011-10-31,0.016576485040255,304
"45-64",2011-11-07,-0.0229212408938724,311
"45-64",2011-11-14,-0.0265721056507496,318
"45-64",2011-11-21,-0.0356160790082057,325
"45-64",2011-11-28,0.00467077376771158,332
"45-64",2011-12-05,0.063713191896984,339
"45-64",2011-12-12,0.020460474054737,346
"45-64",2011-12-19,0.0807703655211729,353
"45-64",2011-12-26,-0.103101987568143,360
"45-64",2012-01-02,-0.0756036912212272,2
"45-64",2012-01-09,-0.149994807867925,9
"45-64",2012-01-16,-0.0444408020121274,16
"45-64",2012-01-23,-0.0434647352393664,23
"45-64",2012-01-30,-0.0404386578238511,30
"45-64",2012-02-06,-0.0451564096668604,37
"45-64",2012-02-13,-0.119176506733784,44
"45-64",2012-02-20,-0.0870576864306629,51
"45-64",2012-02-27,0.0119372995577733,58
"45-64",2012-03-05,-0.0903790169052303,65
"45-64",2012-03-12,-0.000484712073279053,72
"45-64",2012-03-19,0.00615717235506407,79
"45-64",2012-03-26,-0.0221158731995187,86
"45-64",2012-04-02,0.00351735838613524,93
"45-64",2012-04-09,-0.0847522568446735,100
"45-64",2012-04-16,-0.0272977557517231,107
"45-64",2012-04-23,0.00511888331473023,114
"45-64",2012-04-30,-0.0272246068131098,121
"45-64",2012-05-07,-0.0160345969288782,128
"45-64",2012-05-14,-0.0541532358055385,135
"45-64",2012-05-21,0.01796965205019,142
"45-64",2012-05-28,0.0491576680491356,149
"45-64",2012-06-04,-0.132986184584233,156
"45-64",2012-06-11,-0.154887783446777,163
"45-64",2012-06-18,-0.0046950261616897,170
"45-64",2012-06-25,-0.00166686113062091,177
"45-64",2012-07-02,-0.0523061360428954,184
"45-64",2012-07-09,-0.0357576763142854,191
"45-64",2012-07-16,-0.00762512318640575,198
"45-64",2012-07-23,-0.0098080093892918,205
"45-64",2012-07-30,-0.00158925400957058,212
"45-64",2012-08-06,0.00837211449728904,219
"45-64",2012-08-13,-0.0188616563831899,226
"45-64",2012-08-20,0.0409560762252867,233
"45-64",2012-08-27,-0.0648087035373006,240
"45-64",2012-09-03,-0.0545587851695735,247
"45-64",2012-09-10,0.0371592268652022,254
"45-64",2012-09-17,0.065254590128294,261
"45-64",2012-09-24,-0.0493264146216494,268
"45-64",2012-10-01,-0.0173170642431242,275
"45-64",2012-10-08,0.00441744889892382,282
"45-64",2012-10-15,-0.0768927755416149,289
"45-64",2012-10-22,-0.0173294073711957,296
"45-64",2012-10-29,-0.0656091641154451,303
"45-64",2012-11-05,-0.0198883908655435,310
"45-64",2012-11-12,0.0157062619641606,317
"45-64",2012-11-19,0.00671053704687977,324
"45-64",2012-11-26,-0.0390201443703293,331
"45-64",2012-12-03,0.0391653572525057,338
"45-64",2012-12-10,-0.0504897028471675,345
"45-64",2012-12-17,-0.0000088024774433461,352
"45-64",2012-12-24,-0.202863456859258,359
"45-64",2012-12-31,-0.131533737789868,366
"45-64",2013-01-07,-0.0218810745543413,7
"45-64",2013-01-14,0.0466567520140003,14
"45-64",2013-01-21,-0.0413349895464067,21
"45-64",2013-01-28,-0.0215479376652725,28
"45-64",2013-02-04,-0.0367118194108735,35
"45-64",2013-02-11,0.023077837035848,42
"45-64",2013-02-18,-0.103832701726985,49
"45-64",2013-02-25,-0.00267353130737712,56
"45-64",2013-03-04,-0.0301633297335002,63
"45-64",2013-03-11,0.0410927264003599,70
"45-64",2013-03-18,0.0137240112569313,77
"45-64",2013-03-25,-0.0405197105894933,84
"45-64",2013-04-01,0.0468358380296997,91
"45-64",2013-04-08,0.0333402329058987,98
"45-64",2013-04-15,0.137574574024181,105
"45-64",2013-04-22,0.0720021728470317,112
"45-64",2013-04-29,0.0620393731218265,119
"45-64",2013-05-06,-0.0213525111110203,126
"45-64",2013-05-13,-0.0717520693569734,133
"45-64",2013-05-20,0.0000737617656128672,140
"45-64",2013-05-27,-0.0517042097731587,147
"45-64",2013-06-03,-0.0817758539023553,154
"45-64",2013-06-10,0.0146641507054864,161
"45-64",2013-06-17,-0.0077668356596285,168
"45-64",2013-06-24,-0.00435768904225487,175
"45-64",2013-07-01,0.0111251996680845,182
"45-64",2013-07-08,-0.0191883294530113,189
"45-64",2013-07-15,0.0381363805662816,196
"45-64",2013-07-22,-0.0462671215952627,203
"45-64",2013-07-29,-0.046495093886947,210
"45-64",2013-08-05,-0.103946312374689,217
"45-64",2013-08-12,-0.0157090902740232,224
"45-64",2013-08-19,-0.0291100410998668,231
"45-64",2013-08-26,-0.113371807066258,238
"45-64",2013-09-02,-0.108846165176278,245
"45-64",2013-09-09,0.000593037532462181,252
"45-64",2013-09-16,0.0264590090898253,259
"45-64",2013-09-23,0.0360342577096366,266
"45-64",2013-09-30,0.0109766674827612,273
"45-64",2013-10-07,-0.0537216619387446,280
"45-64",2013-10-14,0.0302784195817418,287
"45-64",2013-10-21,-0.053783597554466,294
"45-64",2013-10-28,-0.077720228559446,301
"45-64",2013-11-04,-0.0403234692337264,308
"45-64",2013-11-11,0.030631112399042,315
"45-64",2013-11-18,0.0551569861603322,322
"45-64",2013-11-25,-0.0585565900489168,329
"45-64",2013-12-02,0.00772500832939659,336
"45-64",2013-12-09,-0.0819296642111219,343
"45-64",2013-12-16,0.0875259382493294,350
"45-64",2013-12-23,-0.217157423313287,357
"45-64",2013-12-30,-0.0549019312120136,364
"45-64",2014-01-06,-0.0830818057656964,6
"45-64",2014-01-13,0.0368573253801992,13
"45-64",2014-01-20,-0.0236428344153415,20
"45-64",2014-01-27,0.000576968128723699,27
"45-64",2014-02-03,0.00347413795367757,34
"45-64",2014-02-10,-0.0946241449552857,41
"45-64",2014-02-17,-0.0802971581239381,48
"45-64",2014-02-24,-0.0542633509134382,55
"45-64",2014-03-03,-0.0667984246096085,62
"45-64",2014-03-10,0.0380219827644616,69
"45-64",2014-03-17,-0.00703757828473129,76
"45-64",2014-03-24,-0.00701213418201136,83
"45-64",2014-03-31,-0.0301857547500283,90
"45-64",2014-04-07,0.000157780852332197,97
"45-64",2014-04-14,-0.0824308611280321,104
"45-64",2014-04-21,-0.113575602117656,111
"45-64",2014-04-28,-0.0415217852907749,118
"45-64",2014-05-05,-0.0685882085431063,125
"45-64",2014-05-12,-0.0823696877002222,132
"45-64",2014-05-19,0.0167313100226314,139
"45-64",2014-05-26,-0.0553986299909529,146
"45-64",2014-06-02,-0.0648117389049246,153
"45-64",2014-06-09,0.0418432193310426,160
"45-64",2014-06-16,-0.00453540063281636,167
"45-64",2014-06-23,0.0606951976808117,174
"45-64",2014-06-30,0.00571332931689525,181
"45-64",2014-07-07,-0.00392156644795388,188
"45-64",2014-07-14,0.0466329533168587,195
"45-64",2014-07-21,-0.0651751647220999,202
"45-64",2014-07-28,0.0143642222887224,209
"45-64",2014-08-04,0.0265032705420824,216
"45-64",2014-08-11,0.0748858649721811,223
"45-64",2014-08-18,0.00220656106486697,230
"45-64",2014-08-25,-0.0830055379355693,237
"45-64",2014-09-01,-0.0313946090412496,244
"45-64",2014-09-08,0.0412775002363007,251
"45-64",2014-09-15,-0.000634551995686491,258
"45-64",2014-09-22,0.0315891582708279,265
"45-64",2014-09-29,-0.0475767225748328,272
"45-64",2014-10-06,0.0217382644173086,279
"45-64",2014-10-13,0.025788695041835,286
"45-64",2014-10-20,-0.0333537495318032,293
"45-64",2014-10-27,-0.0814747898942669,300
"45-64",2014-11-03,-0.0352774330293565,307
"45-64",2014-11-10,-0.05705460091041,314
"45-64",2014-11-17,-0.0953611769191941,321
"45-64",2014-11-24,-0.00085569921842028,328
"45-64",2014-12-01,0.0271115847627539,335
"45-64",2014-12-08,-0.053445850192578,342
"45-64",2014-12-15,0.0258363566985045,349
"45-64",2014-12-22,-0.265966585253827,356
"45-64",2014-12-29,-0.114760861035181,363
"45-64",2015-01-05,0.00937111622211238,5
"45-64",2015-01-12,0.0751442539385934,12
"45-64",2015-01-19,0.0960673336237104,19
"45-64",2015-01-26,0.0429791503172898,26
"45-64",2015-02-02,-0.0203954009459376,33
"45-64",2015-02-09,-0.0262528506260307,40
"45-64",2015-02-16,-0.0440969230972134,47
"45-64",2015-02-23,-0.000593720942648686,54
"45-64",2015-03-02,0.0130832188794859,61
"45-64",2015-03-09,-0.0521746374777899,68
"45-64",2015-03-16,0.0245394182731714,75
"45-64",2015-03-23,-0.0284128153772849,82
"45-64",2015-03-30,-0.0853530275945734,89
"45-64",2015-04-06,-0.0749715496200605,96
"45-64",2015-04-13,-0.00428839145535134,103
"45-64",2015-04-20,0.0651504259260665,110
"45-64",2015-04-27,-0.0158668605387211,117
"45-64",2015-05-04,-0.156444412842788,124
"45-64",2015-05-11,-0.0571798455030337,131
"45-64",2015-05-18,0.0191925406037236,138
"45-64",2015-05-25,-0.0517795128574342,145
"45-64",2015-06-01,-0.0201642447730991,152
"45-64",2015-06-08,0.0616614973474985,159
"45-64",2015-06-15,0.0254306248210907,166
"45-64",2015-06-22,0.0320649807612095,173
"45-64",2015-06-29,-0.0929821219212818,180
"45-64",2015-07-06,0.00147078549374587,187
"45-64",2015-07-13,0.00871140714291068,194
"45-64",2015-07-20,-0.0460896791254614,201
"45-64",2015-07-27,-0.0801661511599554,208
"45-64",2015-08-03,0.00701608949465012,215
"45-64",2015-08-10,0.0643829598834638,222
"45-64",2015-08-17,0.00178470348367393,229
"45-64",2015-08-24,0.00847015776299649,236
"45-64",2015-08-31,-0.00592298559083088,243
"45-64",2015-09-07,-0.0479545365880424,250
"45-64",2015-09-14,0.0200478991751012,257
"45-64",2015-09-21,0.0459656855626107,264
"45-64",2015-09-28,0.000892520297678326,271
"45-64",2015-10-05,0.0345632074677957,278
"45-64",2015-10-12,-0.0232937421738524,285
"45-64",2015-10-19,0.00825594790107654,292
"45-64",2015-10-26,-0.0150247627964226,299
"45-64",2015-11-02,0.0678758740257973,306
"45-64",2015-11-09,0.107195399548909,313
"45-64",2015-11-16,0.0029325632632097,320
"45-64",2015-11-23,-0.00336644534720658,327
"45-64",2015-11-30,-0.0194534397856802,334
"45-64",2015-12-07,-0.00920377656833146,341
"45-64",2015-12-14,-0.00919873501224384,348
"45-64",2015-12-21,0.0667271737154932,355
"45-64",2015-12-28,-0.417832279640585,362
"45-64",2016-01-04,-0.0432392264263456,4
"45-64",2016-01-11,0.0718613540927102,11
"45-64",2016-01-18,0.0373032622044188,18
"45-64",2016-01-25,0.0073304090572756,25
"45-64",2016-02-01,-0.00501258400272058,32
"45-64",2016-02-08,0.0132092000623273,39
"45-64",2016-02-15,0.0428086018574889,46
"45-64",2016-02-22,-0.0415564670743181,53
"45-64",2016-02-29,0.0540774261294649,60
"45-64",2016-03-07,0.0598772466796154,67
"45-64",2016-03-14,0.120010807018259,74
"45-64",2016-03-21,0.0496490018046572,81
"45-64",2016-03-28,-0.0938332369292624,88
"45-64",2016-04-04,-0.0591597637538904,95
"45-64",2016-04-11,0.0747462609373008,102
"45-64",2016-04-18,0.0696248424734224,109
"45-64",2016-04-25,0.108508625129142,116
"45-64",2016-05-02,-0.0345269785730339,123
"45-64",2016-05-09,-0.0225798946244303,130
"45-64",2016-05-16,-0.0119381432234023,137
"45-64",2016-05-23,0.0370908744651515,144
"45-64",2016-05-30,-0.136296951152941,151
"45-64",2016-06-06,-0.0736983683317236,158
"45-64",2016-06-13,0.0632840755200935,165
"45-64",2016-06-20,-0.00855456003259089,172
