"Date","Residual","yday"
2013-05-06,0.00987252039684219,126
2013-05-13,-0.0313838231407501,133
2013-05-20,0.0338131607825366,140
2013-05-27,0.00116635762374491,147
2013-06-03,-0.0321906653633169,154
2013-06-10,-0.00196676261590485,161
2013-06-17,0.00784885854091831,168
2013-06-24,-0.0254797883934746,175
2013-07-01,-0.00160883465410531,182
2013-07-08,-0.0312399962350507,189
2013-07-15,-0.000951150926206518,196
2013-07-22,-0.0348844230364672,203
2013-07-29,-0.0679000445283241,210
2013-08-05,-0.0465452025353175,217
2013-08-12,-0.0460059401507173,224
2013-08-19,0.0000289481456532468,231
2013-08-26,-0.035452961294599,238
2013-09-02,-0.0388265168835457,245
2013-09-09,-0.0405930341465764,252
2013-09-16,-0.0211812607888444,259
2013-09-23,0.0204493348288108,266
2013-09-30,0.00721942834898908,273
2013-10-07,-0.0360171407510057,280
2013-10-14,-0.0149384126538193,287
2013-10-21,-0.0225745010035491,294
2013-10-28,-0.0418955834531244,301
2013-11-04,-0.0101326571495492,308
2013-11-11,-0.00312000392458952,315
2013-11-18,-0.0138576810091918,322
2013-11-25,-0.0260078456410302,329
2013-12-02,-0.0212106361371716,336
2013-12-09,-0.0350309153874987,343
2013-12-16,-0.0324930902488757,350
2013-12-23,-0.267600777248304,357
2013-12-30,-0.0229585492226688,364
2014-01-06,-0.14925464049516,6
2014-01-13,-0.0330126616534256,13
2014-01-20,-0.097733387100974,20
2014-01-27,-0.104715840964,27
2014-02-03,-0.107445881683196,34
2014-02-10,-0.0913680830730077,41
2014-02-17,-0.0561001356796819,48
2014-02-24,-0.0465759729369582,55
2014-03-03,-0.0860167659093595,62
2014-03-10,-0.0533523851194497,69
2014-03-17,-0.0567661517003564,76
2014-03-24,-0.0657957706931027,83
2014-03-31,-0.0220375336375027,90
2014-04-07,-0.0575594632023763,97
2014-04-14,-0.0977020234863237,104
2014-04-21,-0.0539173102361504,111
2014-04-28,-0.048381250987004,118
2014-05-05,-0.0306368039142889,125
2014-05-12,-0.0835123745420973,132
2014-05-19,-0.00686625208828891,139
2014-05-26,-0.0528902096934133,146
2014-06-02,-0.0415418522521398,153
2014-06-09,0.0408804867051098,160
2014-06-16,-0.00371743147816966,167
2014-06-23,-0.00235242582037754,174
2014-06-30,-0.0204189560861765,181
2014-07-07,-0.0179663819397727,188
2014-07-14,0.0199141699975953,195
2014-07-21,0.00498278556567215,202
2014-07-28,0.00424572832321804,209
2014-08-04,-0.00746278898596666,216
2014-08-11,0.00335118433226351,223
2014-08-18,0.00572035161639126,230
2014-08-25,-0.00791166592852864,237
2014-09-01,0.0289282655268767,244
2014-09-08,0.0518179389449296,251
2014-09-15,0.0185541039512127,258
2014-09-22,-0.00458597145193651,265
2014-09-29,0.00252282598182151,272
2014-10-06,-0.0239134715206501,279
2014-10-13,-0.00504014242680248,286
2014-10-20,0.00151064800086613,293
2014-10-27,-0.00571578031394453,300
2014-11-03,0.00655653864040503,307
2014-11-10,0.0284976118975972,314
2014-11-17,-0.0397866627383855,321
2014-11-24,-0.00907281151788155,328
2014-12-01,0.00214237083345805,335
2014-12-08,0.00328923981893851,342
2014-12-15,0.0779562926045694,349
2014-12-22,-0.109079241800872,356
2014-12-29,0.0345090351641926,363
2015-01-05,0.151600597606729,5
2015-01-12,0.247359065395694,12
2015-01-19,0.181238318421258,19
2015-01-26,0.107757130437604,26
2015-02-02,0.0463310041108875,33
2015-02-09,0.0388451327750401,40
2015-02-16,0.0182937014000128,47
2015-02-23,0.0357989239664425,54
2015-03-02,0.0504072323614396,61
2015-03-09,0.0190573168174386,68
2015-03-16,-0.00236397268055276,75
2015-03-23,0.00331948307237342,82
2015-03-30,-0.00946181997432811,89
2015-04-06,-0.0150450614380516,96
2015-04-13,0.01443945922257,103
2015-04-20,0.0531982995081083,110
2015-04-27,0.0188526062547191,117
2015-05-04,-0.0199224651477639,124
2015-05-11,-0.0229654360688344,131
2015-05-18,0.0468156005883726,138
2015-05-25,-0.0487164690902101,145
2015-06-01,0.00177063407745376,152
2015-06-08,0.0378780760047229,159
2015-06-15,0.0197892714214049,166
2015-06-22,0.0101228872369907,173
2015-06-29,0.0128982696081407,180
2015-07-06,-0.00793612814742071,187
2015-07-13,-0.0315327735958215,194
2015-07-20,-0.030999954590677,201
2015-07-27,-0.0466294363147118,208
2015-08-03,-0.0122349016468875,215
2015-08-10,0.0262113083940543,222
2015-08-17,0.0285723327534036,229
2015-08-24,0.0203615851008278,236
2015-08-31,-0.0450723079155178,243
2015-09-07,-0.0383768809938256,250
2015-09-14,0.00369099028415829,257
2015-09-21,0.0336915890425226,264
2015-09-28,0.00384237813412779,271
2015-10-05,0.0258570751718949,278
2015-10-12,-0.0145999741188205,285
2015-10-19,-0.00236523886299612,292
2015-10-26,-0.017685840552756,299
2015-11-02,0.0157234884457738,306
2015-11-09,0.00380418344275345,313
2015-11-16,-0.0169031890906788,320
2015-11-23,-0.0330870617261707,327
2015-11-30,-0.000907767420553996,334
2015-12-07,-0.0358923076750115,341
2015-12-14,-0.0229780520903144,348
2015-12-21,-0.0252816549849409,355
2015-12-28,-0.469054390285591,362
2016-01-04,-0.0815835487028142,4
2016-01-11,-0.0245177486762503,11
2016-01-18,-0.0291298165470513,18
2016-01-25,-0.0398564711345633,25
2016-02-01,-0.0564219136937722,32
2016-02-08,-0.0354800478979858,39
2016-02-15,-0.0762390607551915,46
2016-02-22,-0.0191470872930149,53
2016-02-29,0.0161633658805914,60
2016-03-07,0.00639732550951982,67
2016-03-14,0.02180084398941,74
2016-03-21,0.0231323076602474,81
2016-03-28,-0.0229904766587289,88
2016-04-04,-0.0156706334701589,95
2016-04-11,0.100671728683838,102
2016-04-18,0.0661179963125729,109
2016-04-25,0.0284538653347589,116
2016-05-02,-0.00719999310579094,123
2016-05-09,-0.00784056141412338,130
2016-05-16,0.0235150440539301,137
2016-05-23,0.0162581774685502,144
2016-05-30,-0.0911861843969035,151
2016-06-06,-0.0334156366102388,158
2016-06-13,0.0109468348315099,165
2016-06-20,0.0125763330924476,172
2016-06-27,-0.000766757355229084,179
2016-07-04,-0.0103739015260647,186
2016-07-11,0.0168653089440459,193
2016-07-18,0.0143476139770675,200
2016-07-25,0.0167545682558012,207
2016-08-01,0.00644513570095696,214
2016-08-08,0.012137647434599,221
2016-08-15,0.00661173124400903,228
2016-08-22,0.0365360688713184,235
2016-08-29,-0.054324569839918,242
2016-09-05,-0.037309194767632,249
2016-09-12,-0.00676942885683939,256
2016-09-19,-0.0426436301834215,263
2016-09-26,-0.0544188222044421,270
2016-10-03,-0.03831851012388,277
2016-10-10,-0.00679265859057015,284
2016-10-17,-0.0108812133011953,291
2016-10-24,-0.0213334685274589,298
2016-10-31,0.016863827674479,305
2016-11-07,0.0417725574510663,312
2016-11-14,0.0538292334109226,319
2016-11-21,0.0308749593629852,326
2016-11-28,-0.0055153829704237,333
2016-12-05,0.0416848676560728,340
2016-12-12,-0.0488405079557919,347
2016-12-19,0.0120109564084458,354
2016-12-26,-0.135254249791053,361
2017-01-02,-0.0324551700698353,2
2017-01-09,-0.053162242763683,9
2017-01-16,0.126694959683043,16
2017-01-23,0.0729692231920473,23
2017-01-30,0.048134036131041,30
2017-02-06,0.0402319826252345,37
2017-02-13,0.0000000866583706171653,44
2017-02-20,0.0265212872625456,51
2017-02-27,-0.00618176438391381,58
2017-03-06,-0.00651276473929325,65
2017-03-13,-0.0268263020970835,72
2017-03-20,-0.0487072326858044,79
2017-03-27,-0.0661755253835033,86
2017-04-03,-0.0646793580368747,93
2017-04-10,-0.0896077379547112,100
2017-04-17,-0.0758686593270581,107
2017-04-24,-0.0654288994140894,114
2017-05-01,-0.0332373659802342,121
2017-05-08,-0.0210279238516182,128
2017-05-15,0.0380684465258286,135
2017-05-22,0.0283442623650239,142
2017-05-29,-0.0569277113586926,149
2017-06-05,-0.0613365186600127,156
2017-06-12,-0.0069876840632429,163
2017-06-19,0.0252393705348884,170
2017-06-26,-0.003654436300887,177
2017-07-03,-0.0108563393262675,184
2017-07-10,0.0013773592069652,191
2017-07-17,-0.0260343027942231,198
2017-07-24,-0.0484902805770665,205
2017-07-31,-0.0361276164913192,212
2017-08-07,-0.018546154777498,219
2017-08-14,0.0160718996424411,226
2017-08-21,0.0287742955602817,233
2017-08-28,-0.0392405340202628,240
2017-09-04,-0.0382136073643047,247
2017-09-11,0.0187692088543655,254
2017-09-18,0.0118418083999294,261
2017-09-25,0.0108580066276874,268
2017-10-02,0.00316176518465128,275
2017-10-09,0.00505204341820811,282
2017-10-16,0.00378530922317172,289
2017-10-23,-0.0323886478675118,296
2017-10-30,-0.0125086454631094,303
2017-11-06,0.0176895001191693,310
2017-11-13,0.00281324236665187,317
2017-11-20,0.0232511925355905,324
2017-11-27,-0.00367300469283647,331
2017-12-04,-0.00509345750331418,338
2017-12-11,0.00774602773197759,345
2017-12-18,0.0905668519681891,352
2017-12-25,-0.0845222687066883,359
2018-01-01,0.0147567238025293,1
2018-01-08,0.0266882974141671,8
2018-01-15,0.159175464562476,15
2018-01-22,0.137321325268688,22
2018-01-29,0.095055658843489,29
2018-02-05,0.0428604973113688,36
2018-02-12,0.0344814460045599,43
2018-02-19,0.0394764527193334,50
2018-02-26,-0.0580623978767618,57
2018-03-05,0.137109291321148,64
2018-03-12,0.135588242287801,71
2018-03-19,0.0784196767648785,78
2018-03-26,0.0323156727103105,85
2018-04-02,0.00233651695867909,92
2018-04-09,0.0198230506399264,99
2018-04-16,0.0602866577928917,106
2018-04-23,-0.0150257398466116,113
2018-04-30,-0.0188081287239005,120
2018-05-07,-0.0858184839539817,127
